Character	Stories
Constrictor	Avengers: The Initiative (2007) #23 - Int
Constrictor	Avengers: The Initiative (2007) #24 - Int
Constrictor	Avengers: The Initiative (2007) #28 - Int
Constrictor	Avengers: The Initiative (2007) #29 - Int
Constrictor	Avengers: The Initiative (2007) #31 - Int
Constrictor	Avengers: The Initiative (2007) #32 - Int
Constrictor	Avengers: The Initiative (2007) #27, 70th Anniversary Frame Art - Int
Constrictor	Avengers: The Initiative (2007) #34 - Int
Alex Wilder	Pride and Joy, Part 1 of 6
Alex Wilder	Cover #30622
Alex Wilder	Pride and Joy, Part 2 of 6
Alex Wilder	Pride and Joy, Part 3 of 6
Alex Wilder	Pride and Joy, Part 4 of 6
Alex Wilder	Pride and Joy, Part 5 of 6
Alex Wilder	Pride and Joy, Part 6 of 6
Cloud 9	Avengers: The Initiative (2007) #10
Cloud 9	Avengers: The Initiative (2007) #18 - Int
Cloud 9	Avengers: The Initiative (2007) #18, Zombie Variant - Int
Cloud 9	Age of Heroes TPB
Cloud 9	Fear Itself: Youth in Revolt #1 cover
Cloud 9	Interior #93006
Cloud 9	Fear Itself: Youth in Revolt (2011) #5
Cloud 9	Interior #93637
Cloud 9	Fear Itself: Youth in Revolt (2011) #6
Husk	Racing the Night
Husk	Day of the Atom Part One: Black Holes
Husk	Hark How the Bells--!
Husk	Phalanx Covenant: Generation Next Part 3
Husk	The Phalanx Covenant - Generation Next Part Three: Enter Freely And Of Your Own Will
Husk	Moving Day
Husk	Dream's End Part I: The Past is but Prologue
Husk	Cover #28353
Husk	Lurking
Husk	Ballroom Blitzkrieg
Husk	Staring Contests are for Suckers
Husk	Annie's Moving Story
Husk	Cover #28382
Husk	Dominant Species Part One
Husk	Cover #28384
Husk	Dominant Species Part Two
Husk	Cover #28386
Husk	Dominant Species Part Three
Husk	Cover #28388
Husk	Dominant Species Part Four
Thor	Interior #877
Thor	Interior #879
Thor	Interior #881
Thor	Interior #883
Thor	Interior #885
Thor	Interior #887
Thor	Interior #889
Thor	Interior #891
Thor	Cover #892
Thor	Interior #893
Thor	AVENGERS DISASSEMBLED TIE-IN! “RAGNAROK” PART 4 (OF 6) What makes a god? Is it birthright, is it happenstance, or is it in the m
Thor	AVENGERS DISASSEMBLED TIE-IN! "RAGNAROK" PART 6 (OF 6) It's the end of all that is, and you've got a ringside seat for the last 
Thor	AVENGERS DISASSEMBLED TIE-IN! "RAGNAROK" PART 6 (OF 6) It's the end of all that is, and you've got a ringside seat for the last 
Thor	Interior #903
Thor	Interior #975
Thor	Interior #1009
Thor	Interior #1208
Thor	Interior #1660
Thor	Cover #1733
Thor	Interior #1734
Erik the Red	Cover #15569
Erik the Red	The Devil Had a Daughter!
Erik the Red	Cover #15572
Erik the Red	Twilight of the Mutants!
Stacy X	[UNCANNY X-MEN #416 Preview]
Stacy X	[UNCANNY X-MEN #416 Preview]
Stacy X	Cover #28344
Stacy X	For Unlawful Carnal Knowledge
Stacy X	Cover #28346
Stacy X	Supreme Confessions
Stacy X	Golden
Stacy X	Utility of Myth
Stacy X	Lurking
Stacy X	Army Ants
Stacy X	Ballroom Blitzkrieg
Stacy X	Staring Contests are for Suckers
Stacy X	Glaubiger, Heiler, Gefallener
Stacy X	Cover #28364
Stacy X	Identity Crisis
Stacy X	Rocktopia Part 8 of 5
Stacy X	Cover #28368
Stacy X	Hope Part One
Stacy X	Cover #28370
Stacy X	Hope Part Two
Dargo Ktor	Thor (1966) #440
Giant Girl	Marvel Adventures the Avengers (2006) #20
Giant Girl	Marvel Adventures the Avengers (2006) #22
Northstar	Shoot-Out at the Stampede!
Northstar	Alpha Flight (1983) #1
Northstar	Tundra!
Northstar	Family Ties
Northstar	Alpha Flight #12
Northstar	Bare Bones
Northstar	Bare Bones Part II
Northstar	Speaking of Experience
Northstar	And One Shall Surely Die !
Northstar	And One Shall Surely Die
Northstar	Faith!
Northstar	No Future Part 1
Northstar	The Perfect World
Northstar	No Future Part 2
Northstar	Ordeal!
Northstar	Nightmare
Northstar	The Hollow Man
Northstar	And Foresaking All Others
Northstar	Guardian is Dead. Who Will Lead Alpha Flight?
Northstar	Beginning the Mystery of Marrina !
Steel Serpent (Davos)	TBD 1 of 5
Steel Serpent (Davos)	TBD 2 of 5
Steel Serpent (Davos)	TBD 4 of 7
Steel Serpent (Davos)	TBD 5 of 7
Steel Serpent (Davos)	TBD 6 of 7
Steel Serpent (Davos)	4 of 4
Starfox	New Worlds To Conquer
Starfox	Wang Dang Doodle
Starfox	Cover #37337
Starfox	Once an Avenger...
Starfox	Cover #37359
Starfox	The Call
Starfox	Fata Morgana
Starfox	Cover #37397
Starfox	Interstellar Intrigues
Starfox	Cover #37408
Starfox	Too Many Avengers!
Starfox	Gathering the Watch
Gorgon	5 of 6 - Agent of S.H.I.E.L.D.
Gorgon	4 of 4 - Sentry
Gorgon	The Marvel Rage!
Gorgon	Suddenly ... The Secret Defenders
Gorgon	It's Always Darkest Before the ... DOOM!
Gorgon	If Death Be Our Destiny--!
Gorgon	At the Mercy of Maximus!
Gorgon	When Inhumans Strike
Gorgon	Cover #16111
Gorgon	By The Hand of Mephisto !
Gorgon	Endgame Part 3: Lunar Opposition
Gorgon	Finale
Gorgon	Cutting the Mustard
Gorgon	Woof
Gorgon	Earth X Chapter Ten
Gorgon	Earth X Chapter Three
Gorgon	Earth X Chapter Four
Gorgon	Earth X Chapter Five
Gorgon	Cover #24937
Gorgon	Earth X Chapter Nine
Hellions (Squad)	1 of 4 - Fortune & Glory (4XLS)
Gideon	Answers (and Questions)
Gideon	When Externals Clash!
Gideon	Traitors to the Cause
Gideon	Payback!
Gideon	To The Pain
Gideon	Compromising Positions
Gideon	Battlecry
Gideon	Sabotage Part 2
Gideon	Q & A
Gideon	Under the Gun
Gideon	King of Pain
Misty Knight	1 of 6 - 5XLS
Misty Knight	1 of 2
Misty Knight	1 of 3 - Story C
Misty Knight	2 of 3 - Story C
Misty Knight	3 of 3 - Story C
Misty Knight	3 of 3 - Story C
Misty Knight	World War Hulk 2 of 3; WWH SLUG
Misty Knight	TBD 2 of 5
Misty Knight	World War Hulk aftermath 1 of 1; WWH SLUG
Misty Knight	TBD 4 of 7
Misty Knight	1 of 5 - 5XLS
Misty Knight	TBD 5 of 7
Misty Knight	TBD 6 of 7
Misty Knight	The Fire Within
Misty Knight	1 of 2
Misty Knight	Interior #54878
Misty Knight	Cover #75894
Misty Knight	Interior #82154
Misty Knight	Heroes for Hire (2010) #4
Misty Knight	Heroes for Hire (2010) #12
Ultra-Adaptoid	5 of 5 XLS-Modok's 11
In-Betweener	Chaos & Order
In-Betweener	Vengeance (2011) #3
Moonstone	1 of 1 - Lightning Strikes Twice
Moonstone	Earth X Chapter Seven
Moonstone	A World of Hurt
Moonstone	Cover #30105
Moonstone	Cover #31119
Moonstone	Rap Sheet
Moonstone	Statement of Ownership
Moonstone	Cover #37343
Moonstone	Old Entanglements
Moonstone	Cover #51390
Moonstone	Cover #57295
Moonstone	Cover #64882
Moonstone	Thunderbolts #153
Moonstone	Thunderbolts (2006) #156
Moonstone	Cover #78902
Moonstone	Interior #78903
Moonstone	THUNDERBOLTS 155
Moonstone	Shadowland: Thunderbolts Premiere HC
Moonstone	THUNDERBOLTS 155 CAPTAIN AMERICA 70TH ANNIVERSARY VARIANT
Moonstone	Amazing Spider-Man (1999) #647, MCNIVEN VARIANT
Unus	Cover #15485
Unus	Call Him...Cyclops!
Unus	Cover #15648
Unus	Unus, the Untouchable!
Unus	A Beginning
Unus	Ambient Magnetic Fields
Unus	Cover #51612
Hammerhead (Ultimate)	Previously ...
Hammerhead (Ultimate)	[untitled]
Hammerhead (Ultimate)	Previously ...
Hammerhead (Ultimate)	You Always Remember Your First Love Part 1
Fantastic Four (Ultimate)	3 of 6 - Negative
Fantastic Four (Ultimate)	2 of 2 - Think Tank
Fantastic Four (Ultimate)	1 of 3 - X-Over
Fantastic Four (Ultimate)	1 of 3 - X-Over
Fantastic Four (Ultimate)	1 of 3 - Frightful
Fantastic Four (Ultimate)	2 of 3 - Frightful
Fantastic Four (Ultimate)	3 of 3 - Frightful
Fantastic Four (Ultimate)	1 of 6 - God War
Fantastic Four (Ultimate)	2 of 6 - God War
Fantastic Four (Ultimate)	6 of 6 - God War
Fantastic Four (Ultimate)	1 of 5 - Ghosts
Fantastic Four (Ultimate)	Cover #32235
Fantastic Four (Ultimate)	[Spider-Man & Fantastic Four]
Fantastic Four (Ultimate)	ULTIMATE COMICS DOOM 4
Fantastic Four (Ultimate)	Ultimate Fantastic Four MGC (2000) #1
Nomad	Cover: Captain America (2004) 1 of 1 - Nomad
Nomad	1 of 1 - Nomad
Nomad	What if Captain America chose to Remain Nomad?
Nomad	Angel In The Snow
Nomad	The Lonesome Death of Jack Monroe
Nomad	Worth Fighting For
Nomad	Walking the Line
Nomad	What if Steve Rogers had Refused to Give Up Being Captain America
Nomad	Dead Man's Hand Part IX
Nomad	Say Goodbye to Vegas (Dead Man's Hand Part IX)
Nomad	Captain America: Hail Hydra (2010) #1 cover
Nomad	Onslaught Unleashed (2010) #3
Nomad	ONSLAUGHT UNLEASHED HC
Garrison Kane	Fanning the Flames
Garrison Kane	Into the Microverse
Garrison Kane	Cover #39218
Garrison Kane	Septic Beauty
Garrison Kane	Falling to Pieces
Garrison Kane	Cable - Blood and Metal Part 1
Garrison Kane	Cover #52029
Garrison Kane	Cable - Blood and Metal
Garrison Kane	Deadpool (1997) #57
Garrison Kane	Deadpool (1997) #58
Garrison Kane	Deadpool (1997) #59
Centennial	4 of 4 - Days of Future Present Past Participle
Fin Fang Foom	Cover #17057
Fin Fang Foom	Dragon Doom!
Fin Fang Foom	Cover #26282
Fin Fang Foom	Hulk Vs. Fin Fang Foom (2007) #1
Fin Fang Foom	Scale Model
Fin Fang Foom	The Fury of the Dragon!
Fin Fang Foom	Your Young Men Shall Slay Dragons
Fin Fang Foom	Sunset Intrigues (Machinery of War Part 1)
Fin Fang Foom	Incredible Hulks (2009) #631
Fin Fang Foom	Cover #81328
Jane Foster	1 of 1 - Nomad
Jane Foster	Thor (1966) #172
Jane Foster	Thor (1966) #231
Jane Foster	Thor (1966) #244
Jane Foster	Thor (1966) #244 - Interior
Jane Foster	Cage of Freedom
Jane Foster	Harsh Judgments
Jane Foster	Interior #69999
Jane Foster	Schedule Conflicts
Jane Foster	Spoils of War
Jane Foster	A Question of Control
Jane Foster	Fear Itself 7.2: Thor (2011) #1, Larroca Variant - Int
Jane Foster	Thor (1998) #19
Jane Foster	Thor (1998) #27
Silver Samurai	1 of 3 - Ronin
Silver Samurai	2 of 3 - Ronin
Silver Samurai	3 of 3 - Ronin
Silver Samurai	Mile-High Mayhem!
Silver Samurai	Romances
Silver Samurai	Blood Debt Part 1
Silver Samurai	Blood Debt Part 2
Silver Samurai	Blood Debt Part 3
Silver Samurai	Blood Debt Part 4
Silver Samurai	Cover #28776
Silver Samurai	Death in the Family
Silver Samurai	Omnia Mutantur
Silver Samurai	The Puzzle Box
Silver Samurai	Cover #29170
Silver Samurai	X-Villains
Silver Samurai	The Whispers Scream
Silver Samurai	[Ninja Time]
Silver Samurai	[Total Media Blackout]
Silver Samurai	Cable - Blood and Metal
Morlun	6 of 12 - The Other (Spider event)
Morlun	6 of 12 - The Other (Spider event)
Jackal	Amazing Spider-Man (1999) #647
Jackal	Amazing Spider-Man (1999) #666 - Int
Jackal	Amazing Spider-Man (1999) #669 - Int
Jackal	Amazing Spider-Man (1999) #668
Jackal	Amazing Spider-Man (1999) #668 - Int
Jackal	Spider-Man: The Original Clone Saga TPB
Jackal	Amazing Spider-Man (1999) #667 - Int
Jackal	Interior #91301
Jackal	Amazing Spider-Man (1999) #667, FF Anniversary Variant - Int
Jackal	Spider-Island: Heroes for Hire (2011) #1 cover
Jackal	Amazing Spider-Man (1999) #669, Architect Variant - Int
Jackal	Amazing Spider-Man (1999) #669, Architect Sketch Variant - Int
Jackal	Amazing Spider-Man (1999) #667, Dell'Otto Variant - Int
Jackal	Amazing Spider-Man (1999) #667, 2nd Printing Variant - Int
Jackal	Amazing Spider-Man (1999) #667, 2nd Printing Variant B - Int
Jackal	Amazing Spider-Man (1999) #668, 2nd Printing Variant
Jackal	Amazing Spider-Man (1999) #668, 2nd Printing Variant - Int
Jackal	Interior #94457
Jackal	Amazing Spider-Man (1999) #667, Custom Variant - Int
Jackal	Amazing Spider-Man (1999) #669, Slott Variant - Int
Texas Twister	Gaze Into My Eyes
Texas Twister	Destiny Amidst The Ruins
Iron Lad	Cover #479
Iron Lad	1 of 6
Iron Lad	2 of 6 - Sidekicks
Iron Lad	4 of 6 - Sidekicks
Iron Lad	Avengers: The Children's Crusade - Iron Lad (2010) #1
Iron Lad	Avengers: The Children's Crusade - Iron Lad (2010) #1 
Prodigy	Cover #29994
Prodigy	Prodigy (Identity Crisis [Part 1])
Prodigy	Spectacular Spider-Mail
Prodigy	Messiah Complex 4 of 13
Prodigy	Messiah Complex 4 of 13
Prodigy	Avengers: The Initiative (2007) #25 - Int
Prodigy	Avengers: The Initiative (2007) #28 - Int
Prodigy	Fear itself: Youth In Revolt #2
Prodigy	Interior #93006
Prodigy	Fear Itself: Youth in Revolt (2011) #5
Prodigy	Fear Itself: Youth in Revolt (2011) #6
Electro (Ultimate)	Battle Royal
Electro (Ultimate)	[
Warpath	Kings of Pain Part 3: Queens of Sacrifice
Warpath	Cover #21637
Warpath	Phalanx Covenant: Life Signs Part 1
Warpath	"...Our Regularly Scheduled Program..."
Warpath	Is This the Last Goodbye?
Warpath	Pestilence!
Warpath	Who is Worthy to Break the Seals...?
Warpath	False Hoods
Warpath	I Still Believe I Cannot Be Saved
Warpath	Racing the Night
Warpath	Deadpool (1997) #12
Warpath	Overture
Warpath	Familiar Refrain
Warpath	Crescendo
Warpath	Fatal Attractions
Warpath	The Splinter Of Our Discontent
Warpath	The End of the World as We Know It
Warpath	What Dreams May Come...
Warpath	Dream's End Part I: The Past is but Prologue
Warpath	Fingers on the Trigger
Outlaw Kid	Stand up and Fight!
Outlaw Kid	Fang and Claw!
Outlaw Kid	Treachery on the Trail!
Magik (Amanda Sefton)	1 of 4- House of M
Magik (Amanda Sefton)	Cover #81037
Magik (Amanda Sefton)	Interior #81038
Deena Pilgrim	Cover #63205
Deena Pilgrim	Interior #63206
Deena Pilgrim	Powers: Who Killed Retro Girl? Premiere HC
Prince of Orphans	TBD 2 of 5
Prince of Orphans	TBD 5 of 7
Prince of Orphans	TBD 6 of 7
Prince of Orphans	1 of 2
Prince of Orphans	4 of 4
Prince of Orphans	Interior #64737
Prince of Orphans	Cover #90270
Prince of Orphans	Interior #90271
Sunfire (Age of Apocalypse)	Interior #73562
Sunfire (Age of Apocalypse)	Interior #90807
Sunfire (Age of Apocalypse)	Cover #90992
Lila Cheney	Lila Cheney
Lila Cheney	Cover #22113
Lila Cheney	The Open Hand, The Closed Fist
Lila Cheney	Interior #83111
Tiger Shark	Part Two:  Frenzy On a Floating Fortress
Tiger Shark	In the Midst of Life...!
Tiger Shark	If Vengeance Fails!
Tiger Shark	Interior #63788
Tiger Shark	Interior #63790
Tiger Shark	Fear Itself: The Deep #1
Tiger Shark	Cover #85447
Tiger Shark	Interior #85462
Namorita	1 of 6
Namorita	6 of 6
Namorita	"War With the New Warriors"
Namorita	Day of the Dark Side!
Namorita	The Private War of Doctor Doom!
Namorita	Thor (1966) #411
Namorita	Thor (1966) #412
Namorita	Here Be Monsters!
Namorita	Spring Break
Namorita	Illegal Aliens
Namorita	Whatever the Cost!
Namorita	A Clear & Present Danger
Namorita	[untitled]
Namorita	And the Walls Came Tumbling Down
Namorita	[untitled]
Namorita	Annihilation!
Namorita	You Can't Get There From Here
Namorita	It's Too Late to Stop Now!
Namorita	Dark Victory
Namorita	Who Am I?
Chase Stein	1 of 6 - In with the New
Chase Stein	4 of 6 - True Believers
Chase Stein	5 of 5 - Parental Guidance
Chase Stein	Dead End Kids 3 of 6
Chase Stein	Interior #53571
Daredevil (Ultimate)	Cover #3610
Daredevil (Ultimate)	Cover #31215
Daredevil (Ultimate)	Interior #31216
Daredevil (Ultimate)	Cover #31217
Daredevil (Ultimate)	Interior #31218
Daredevil (Ultimate)	Cover #31219
Daredevil (Ultimate)	Interior #31220
Daredevil (Ultimate)	Cover #31221
Daredevil (Ultimate)	Interior #31222
Daredevil (Ultimate)	Cover #32239
Daredevil (Ultimate)	[Spider-Man & the Punisher & Daredevil]
Daredevil (Ultimate)	Cover #32242
Xorn (Kuan-Yin Xorn)	Day of the Atom Part Two: Immortals
Xorn (Kuan-Yin Xorn)	Day of the Atom Part Three
Xorn (Kuan-Yin Xorn)	Cover #26133
Xorn (Kuan-Yin Xorn)	Day of the Atom Part Four: Forces of Nature
Xorn (Kuan-Yin Xorn)	Cover #26135
Xorn (Kuan-Yin Xorn)	Heroes and Villains Part Two: Treachery
Xorn (Kuan-Yin Xorn)	Heroes and Villains Part Three: Foreshadowing
Xorn (Kuan-Yin Xorn)	Heroes and Villains Part Four: Full Circle
Xorn (Kuan-Yin Xorn)	Freaks & Geeks
Xorn (Kuan-Yin Xorn)	The Draco Part Two
Xorn (Kuan-Yin Xorn)	The Prime of Miss Emma Frost
Xorn (Kuan-Yin Xorn)	Riot at Xavier's
Xorn (Kuan-Yin Xorn)	Cover #30428
Xorn (Kuan-Yin Xorn)	when X is not X
Xorn (Kuan-Yin Xorn)	Cover #30430
Xorn (Kuan-Yin Xorn)	teaching children about fractals
Xorn (Kuan-Yin Xorn)	Cover #30451
Xorn (Kuan-Yin Xorn)	of living and dying
Xorn (Kuan-Yin Xorn)	All Hell
Xorn (Kuan-Yin Xorn)	Losers
Super-Adaptoid	Cover #15642
Super-Adaptoid	Cover #34446
Super-Adaptoid	The Super-Adaptoid!
Super-Adaptoid	Shadowbox
Super-Adaptoid	Interior #89682
Super-Adaptoid	Interior #89684
Super-Adaptoid	Iron Man (1968) #51
Sentry (Robert Reynolds)	New Avengers (2004) #1
Sentry (Robert Reynolds)	New Avengers (2004) #1
Sentry (Robert Reynolds)	Cover #3439
Sentry (Robert Reynolds)	3 of 5 - The Raft
Sentry (Robert Reynolds)	5 of 6 - Breakout!
Sentry (Robert Reynolds)	3 of 5 - The Raft
Sentry (Robert Reynolds)	6 of 6 - Breakout!
Sentry (Robert Reynolds)	1 of 5 - The Raft
Sentry (Robert Reynolds)	1 of 3 - Sentry
Sentry (Robert Reynolds)	Cover #3461
Sentry (Robert Reynolds)	3 of 3 - Sentry
Sentry (Robert Reynolds)	2 of 3 - Ronin
Sentry (Robert Reynolds)	4 of 4 - Sentry
Sentry (Robert Reynolds)	2 of 2 - Spider-Woman
Sentry (Robert Reynolds)	4 of 6 - Execute Program
Sentry (Robert Reynolds)	1 of 8 - 8XLS
Sentry (Robert Reynolds)	1 of 8 - 8XLS
Sentry (Robert Reynolds)	3 of 8 - 8XLS
Sentry (Robert Reynolds)	4 of 8 - 8XLS
Sentry (Robert Reynolds)	5 of 8 - 8XLS
Bride of Nine Spiders (Immortal Weapons)	TBD 3 of 5
Bride of Nine Spiders (Immortal Weapons)	TBD 5 of 7
Bride of Nine Spiders (Immortal Weapons)	TBD 6 of 7
Bride of Nine Spiders (Immortal Weapons)	1 of 2
Bride of Nine Spiders (Immortal Weapons)	4 of 4
Bride of Nine Spiders (Immortal Weapons)	Interior #64737
Fixer (Paul Norbert Ebersol)	Thunderbolts (2006) #156
Fixer (Paul Norbert Ebersol)	Interior #82690
Fixer (Paul Norbert Ebersol)	THUNDERBOLTS 155
Fixer (Paul Norbert Ebersol)	THUNDERBOLTS 155 CAPTAIN AMERICA 70TH ANNIVERSARY VARIANT
Fixer (Paul Norbert Ebersol)	Captain America (2004) #606, HEROIC AGE VARIANT
Beta-Ray Bill	Doom!
Beta-Ray Bill	A New Deal From An Old Deck, or, The Credit Card Soldiers
Beta-Ray Bill	Thor (1966) #440
Beta-Ray Bill	Forever Kursed
Beta-Ray Bill	This Kursed Earth...!
Beta-Ray Bill	Avengers: The Initiative (2007) #16 - Int
Beta-Ray Bill	Cover #64101
Beta-Ray Bill	Thor: Blood & Thunder TPB
Beta-Ray Bill	Interior #80420
Beta-Ray Bill	Cover #81312 
Beta-Ray Bill	Annihilators (2010) #4
Beta-Ray Bill	Annihilators #3
Beta-Ray Bill	ANNIHILATORS 2 
Beta-Ray Bill	Interior From The Thanos Imperative: Devestation (2010) #1
Beta-Ray Bill	ANNIHILATORS 2 DAVIS VARIANT 
Beta-Ray Bill	Annihilators (2010) #1, Garner Cover
Beta-Ray Bill	Annihilators #3 (Djurdjevic Variant)
Beta-Ray Bill	Annihilators (2010) #4, VARIANT
Beta-Ray Bill	Annihilators: Earthfall (2011) #2
Beta-Ray Bill	Annihilators: Earthfall (2011) #1 Cover
Nightcrawler (Ultimate)	[UNCANNY X-MEN #416 Preview]
Nightcrawler (Ultimate)	Hellfire and Brimstone Part 4
Nightcrawler (Ultimate)	[UNCANNY X-MEN #416 Preview]
Nightcrawler (Ultimate)	World Tour Part 4
Nightcrawler (Ultimate)	World Tour Part Two
Nightcrawler (Ultimate)	Previously ...
Nightcrawler (Ultimate)	Return To Weapon X Part Six
Nightcrawler (Ultimate)	Previously ...
Nightcrawler (Ultimate)	In the Heart of Darkness
Nightcrawler (Ultimate)	Previously ...
Nightcrawler (Ultimate)	Return To Weapon X Part Four
Nightcrawler (Ultimate)	Magneto Triumphant
Nightcrawler (Ultimate)	Return to Weapon X
Nightcrawler (Ultimate)	Previously ...
Nightcrawler (Ultimate)	Return To Weapon X Part 1
Nightcrawler (Ultimate)	Previously ...
Nightcrawler (Ultimate)	Return To Weapon X Part Two
Nightcrawler (Ultimate)	Previously ...
Nightcrawler (Ultimate)	Return To Weapon X Part Three
Lily Hollister	Amazing Spider-Man (1999) #584
Lily Hollister	Amazing Spider-Man (1999) #587 - Int
Lily Hollister	Amazing Spider-Man (1999) #586 - Int
Lily Hollister	Amazing Spider-Man (1999) #585 - Int
Lily Hollister	Amazing Spider-Man (1999) #588 - Int
Lily Hollister	Amazing Spider-Man (1999) #596 - Int
Lily Hollister	Amazing Spider-Man (1999) #645 - Int
Firelord	The Flame, the Frenzy...and Firelord!
Firelord	Where No X-Man Has Gone Before!
Firelord	Armageddon Now !
Firelord	Firelord!
Firelord	Thor (1966) #232
Firelord	Fury of the Firelord!
Firelord	Previously in FANTASTIC FOUR
Firelord	Previously in FANTASTIC FOUR
Firelord	Hark the Herald ...
Firelord	Previously in FANTASTIC FOUR
Firelord	Doomsday!
Firelord	Legacy
Firelord	Fire in the Sky
Firelord	Matters of the Heart
Firelord	Shadow's End! Heroes Reunited Part 2 of 4
Firelord	Thor (1998) #23
Firelord	Thor (1998) #23
Firelord	And With His Death, The End of All That Is...
Firelord	Thor (1998) #24
Firelord	Thor (1998) #25
Nebula	Into the Time Stream!
Nebula	Kangs for the Memories!!!
Nebula	The Ultimate Solution
Nebula	Big Trouble on Little Earth!
Nebula	Interior #85502
Captain Marvel (Carol Danvers)	2 of 6 - Spider-Man: The War at Home
Captain Marvel (Carol Danvers)	1 of 4 - Nimrod
Captain Marvel (Carol Danvers)	2 of 2 - Spider-Woman
Captain Marvel (Carol Danvers)	3 of 3 - Titannus War
Captain Marvel (Carol Danvers)	1 of 3  - Best of the Best
Captain Marvel (Carol Danvers)	1 of 3  - Best of the Best
Captain Marvel (Carol Danvers)	2 of 3  - Best of the Best
Captain Marvel (Carol Danvers)	2 of 3  - Best of the Best
Captain Marvel (Carol Danvers)	3 of 3  - Best of the Best
